step,tag,position,velocity
0,moveGoal,(6833.334:6400.0005),(0.0:0.0)
1,moveGoal,(6834.8374:6407.348),(1.5032161:7.347812)
2,moveGoal,(6827.4775:6408.791),(-7.359859:1.4430778)
3,moveGoal,(6821.788:6413.6777),(-5.689327:4.886876)
4,moveGoal,(6824.641:6420.614),(2.8529353:6.936192)
5,moveGoal,(6819.6196:6426.1846),(-5.0214086:5.5709476)
6,moveGoal,(6825.811:6421.9517),(6.191355:-4.232862)
7,moveGoal,(6819.0977:6425.2954),(-6.713387:3.343716)
8,moveGoal,(6815.873:6432.067),(-3.2246962:6.7713614)
9,moveGoal,(6808.774:6429.6484),(-7.099354:-2.4185066)
10,moveGoal,(6811.813:6436.505),(3.0391958:6.8566236)
11,moveGoal,(6806.83:6442.1104),(-4.983044:5.60529)
12,moveGoal,(6799.4077:6441.034),(-7.422421:-1.0759493)
13,moveGoal,(6794.846:6446.9873),(-4.561694:5.95323)
14,moveGoal,(6794.9165:6439.488),(0.07008738:-7.499673)
15,moveGoal,(6794.1265:6432.0293),(-0.7900155:-7.458276)
16,moveGoal,(6787.107:6434.671),(-7.019485:2.6413698)
17,moveGoal,(6781.223:6439.322),(-5.8837886:4.6509175)
18,moveGoal,(6787.3335:6443.671),(6.1103635:4.34896)
19,moveGoal,(6781.552:6438.894),(-5.7819695:-4.7769055)
20,moveGoal,(6774.2935:6440.783),(-7.258113:1.8893905)
21,moveGoal,(6781.5947:6442.4985),(7.301218:1.7152902)
22,moveGoal,(6774.2925:6444.2095),(-7.302206:1.7110786)
23,moveGoal,(6774.7334:6436.7227),(0.44109118:-7.487018)
24,moveGoal,(6774.9863:6429.227),(0.25310373:-7.495728)
25,moveGoal,(6767.573:6430.365),(-7.4131117:1.1383252)
26,moveGoal,(6769.597:6423.1436),(2.0237875:-7.221792)
27,moveGoal,(6765.9204:6429.6807),(-3.6768444:6.5368814)
28,moveGoal,(6758.432:6430.1025),(-7.4881177:0.4220096)
29,moveGoal,(6759.034:6422.627),(0.6019224:-7.4758067)
30,moveGoal,(6751.534:6422.6265),(-7.5:-4.1235978E-4)
31,moveGoal,(6744.0664:6421.9297),(-7.4675617:-0.6967939)
32,moveGoal,(6751.554:6422.3613),(7.48756:0.43179667)
33,moveGoal,(6745.6606:6417.7227),(-5.893423:-4.638704)
34,moveGoal,(6739.8115:6413.0283),(-5.84918:-4.694368)
35,moveGoal,(6734.02:6408.2627),(-5.791408:-4.7654576)
36,moveGoal,(6727.2563:6405.0215),(-6.7635365:-3.2410758)
37,moveGoal,(6723.8877:6398.321),(-3.3688564:-6.700806)
38,moveGoal,(6718.2026:6393.4287),(-5.6849146:-4.892009)
39,moveGoal,(6714.6523:6386.8223),(-3.550347:-6.606439)
40,moveGoal,(6709.388:6381.4805),(-5.264367:-5.341951)
41,moveGoal,(6703.8203:6376.4556),(-5.5677104:-5.024998)
42,moveGoal,(6698.4585:6371.2114),(-5.361649:-5.2443037)
43,moveGoal,(6691.5415:6368.3125),(-6.91709:-2.8989425)
44,moveGoal,(6686.289:6362.959),(-5.2524204:-5.3536983)
45,moveGoal,(6681.2515:6357.403),(-5.0377274:-5.5561953)
46,moveGoal,(6676.3374:6351.737),(-4.913976:-5.665937)
47,moveGoal,(6670.248:6347.359),(-6.089515:-4.378105)
48,moveGoal,(6665.9697:6341.1987),(-4.2782383:-6.160087)
49,moveGoal,(6660.5977:6335.9653),(-5.3721166:-5.2335806)
50,moveGoal,(6660.0596:6328.485),(-0.5380532:-7.480675)
51,moveGoal,(6652.884:6326.303),(-7.175713:-2.181546)
52,moveGoal,(6660.296:6325.157),(7.411956:-1.1458242)
53,moveGoal,(6652.9756:6323.5264),(-7.3204994:-1.6310418)
54,moveGoal,(6649.811:6316.7266),(-3.1645901:-6.7996597)
55,moveGoal,(6643.3833:6312.8623),(-6.4278083:-3.86436)
56,moveGoal,(6638.9634:6306.8027),(-4.4196954:-6.0593977)
57,moveGoal,(6633.3423:6301.8374),(-5.6211486:-4.9651475)
58,moveGoal,(6632.0703:6294.446),(-1.2718258:-7.3913774)
59,moveGoal,(6625.7715:6290.374),(-6.298593:-4.071575)
60,moveGoal,(6620.15:6285.409),(-5.6213627:-4.9649053)
61,moveGoal,(6614.997:6279.9595),(-5.1527276:-5.4497156)
62,moveGoal,(6609.633:6274.718),(-5.3641357:-5.2417603)
63,moveGoal,(6605.2217:6268.6523),(-4.411288:-6.065521)
64,moveGoal,(6600.3296:6262.9673),(-4.892036:-5.6848917)
65,moveGoal,(6595.1665:6257.5273),(-5.163137:-5.439854)
66,moveGoal,(6590.2104:6251.8984),(-4.9560885:-5.6291375)
67,moveGoal,(6585.317:6246.215),(-4.893488:-5.6836414)
68,moveGoal,(6580.367:6240.58),(-4.9496956:-5.6347594)
