step,tag,position,velocity
0,moveGoal,(4122.2227:8383.334),(0.0:0.0)
1,moveGoal,(4120.678:8390.673),(-1.5442882:7.33929)
2,moveGoal,(4124.0103:8397.393),(3.331814:6.7193017)
3,moveGoal,(4118.3433:8402.306),(-5.6669183:4.912844)
4,moveGoal,(4117.4863:8409.757),(-0.85685396:7.450893)
5,moveGoal,(4110.264:8411.78),(-7.2219315:2.0232916)
6,moveGoal,(4104.0874:8416.034),(-6.1768856:4.2539496)
7,moveGoal,(4097.86:8420.214),(-6.227368:4.1797004)
8,moveGoal,(4092.1057:8415.403),(-5.754163:-4.8103647)
9,moveGoal,(4091.5796:8422.885),(-0.52603805:7.481529)
10,moveGoal,(4095.2332:8429.435),(3.653525:6.5499434)
11,moveGoal,(4101.9424:8426.082),(6.7090964:-3.3523169)
12,moveGoal,(4094.4495:8425.756),(-7.4929028:-0.32620162)
13,moveGoal,(4086.9497:8425.8125),(-7.4997888:0.05634866)
14,moveGoal,(4093.969:8428.454),(7.019368:2.6416795)
15,moveGoal,(4099.6323:8423.537),(5.6632667:-4.917053)
16,moveGoal,(4098.9004:8416.073),(-0.7320727:-7.4641857)
17,moveGoal,(4094.6768:8409.876),(-4.2235265:-6.197727)
18,moveGoal,(4089.6787:8404.284),(-4.9980826:-5.5918846)
19,moveGoal,(4082.1812:8404.479),(-7.497483:0.19430862)
20,moveGoal,(4075.2349:8401.65),(-6.946275:-2.828296)
21,moveGoal,(4071.4841:8395.155),(-3.7508276:-6.494713)
22,moveGoal,(4066.1877:8400.466),(-5.296421:5.310172)
23,moveGoal,(4064.5442:8393.148),(-1.6436013:-7.3176894)
24,moveGoal,(4068.5125:8386.784),(3.9681842:-6.3642373)
25,moveGoal,(4061.38:8384.465),(-7.132473:-2.3190157)
26,moveGoal,(4059.5356:8377.195),(-1.8441558:-7.2697377)
27,moveGoal,(4056.6797:8370.261),(-2.855867:-6.934986)
28,moveGoal,(4053.124:8363.657),(-3.5557487:-6.6035333)
29,moveGoal,(4050.018:8356.831),(-3.1060028:-6.8266206)
30,moveGoal,(4046.9644:8349.98),(-3.053737:-6.8501596)
31,moveGoal,(4044.8823:8342.775),(-2.0821526:-7.205182)
32,moveGoal,(4042.1025:8335.81),(-2.7798345:-6.965811)
33,moveGoal,(4039.6184:8328.732),(-2.4840527:-7.0766864)
34,moveGoal,(4036.7327:8321.81),(-2.8857574:-6.922601)
35,moveGoal,(4034.3584:8314.695),(-2.374282:-7.1142664)
36,moveGoal,(4031.5283:8307.75),(-2.829994:-6.945584)
37,moveGoal,(4029.3677:8300.568),(-2.1605256:-7.1820703)
38,moveGoal,(4027.866:8293.221),(-1.501704:-7.348121)
39,moveGoal,(4025.8066:8286.009),(-2.0593998:-7.2117176)
40,moveGoal,(4023.7527:8278.796),(-2.053957:-7.21327)
41,moveGoal,(4017.3257:8274.931),(-6.427066:-3.865595)
42,moveGoal,(4015.4272:8267.675),(-1.8984829:-7.25574)
43,moveGoal,(4013.878:8260.337),(-1.5493186:-7.3382297)
44,moveGoal,(4011.8599:8253.113),(-2.0181777:-7.223362)
45,moveGoal,(4010.8972:8245.676),(-0.9626417:-7.437965)
46,moveGoal,(4008.9744:8238.427),(-1.9227836:-7.249338)
47,moveGoal,(4007.3535:8231.104),(-1.6208304:-7.322767)
48,moveGoal,(4005.1301:8223.94),(-2.223427:-7.1628466)
49,moveGoal,(4003.3474:8216.655),(-1.7825997:-7.2850766)
50,moveGoal,(4001.8096:8209.314),(-1.537904:-7.3406305)
51,moveGoal,(4000.0674:8202.02),(-1.742296:-7.2948203)
52,moveGoal,(3997.9941:8194.812),(-2.0733364:-7.2077236)
53,moveGoal,(3994.9739:8187.947),(-3.0203238:-6.8649573)
54,moveGoal,(3993.1077:8180.6826),(-1.8662379:-7.2641006)
55,moveGoal,(3991.1135:8173.4526),(-1.9942019:-7.230018)
56,moveGoal,(3989.1292:8166.2197),(-1.9842778:-7.232748)
57,moveGoal,(3987.025:8159.021),(-2.104293:-7.1987467)
58,moveGoal,(3984.9963:8151.801),(-2.0286252:-7.220435)
59,moveGoal,(3982.964:8144.5815),(-2.0321405:-7.219446)
60,moveGoal,(3979.6802:8137.839),(-3.2838438:-6.7428756)
61,moveGoal,(3977.4585:8130.6753),(-2.221568:-7.1634235)
62,moveGoal,(3975.2908:8123.4956),(-2.167813:-7.179874)
63,moveGoal,(3973.23:8116.284),(-2.0608802:-7.211295)
64,moveGoal,(3977.4036:8110.0527),(4.173662:-6.231416)
65,moveGoal,(3974.5493:8103.117),(-2.8541298:-6.935701)
66,moveGoal,(3971.594:8096.224),(-2.95521:-6.8932385)
67,moveGoal,(3964.5168:8093.741),(-7.0771227:-2.4828093)
68,moveGoal,(3963.4656:8086.3154),(-1.0511518:-7.425974)
69,moveGoal,(3961.789:8079.0054),(-1.6764315:-7.3102384)
70,moveGoal,(3960.2278:8071.6694),(-1.5611826:-7.335715)
71,moveGoal,(3967.512:8069.8833),(7.2841787:-1.7862654)
72,moveGoal,(3972.4666:8064.253),(4.954709:-5.630351)
73,moveGoal,(3968.4456:8057.922),(-4.021087:-6.330945)
74,moveGoal,(3967.6428:8050.465),(-0.8026952:-7.456922)
75,moveGoal,(3962.0632:8045.453),(-5.5795045:-5.011899)
76,moveGoal,(3959.7063:8038.333),(-2.3569446:-7.1200294)
77,moveGoal,(3957.4817:8031.1704),(-2.2246602:-7.162464)
78,moveGoal,(3954.858:8024.1445),(-2.623876:-7.026043)
79,moveGoal,(3952.1636:8017.145),(-2.6942475:-6.99936)
80,moveGoal,(3947.7805:8011.059),(-4.3831043:-6.085918)
81,moveGoal,(3946.8286:8003.6196),(-0.95194215:-7.439342)
82,moveGoal,(3943.4956:7996.901),(-3.3331013:-6.718663)
83,moveGoal,(3941.3792:7989.7056),(-2.1164424:-7.1951838)
84,moveGoal,(3940.3308:7982.2793),(-1.0484271:-7.426359)
85,moveGoal,(3936.708:7975.7124),(-3.6228201:-6.566976)
86,moveGoal,(3934.1743:7968.6533),(-2.5337389:-7.059049)
87,moveGoal,(3932.6106:7961.3184),(-1.5636718:-7.3351846)
88,moveGoal,(3928.0435:7955.369),(-4.567218:-5.948993)
89,moveGoal,(3930.24:7962.5405),(2.196445:7.1711664)
90,moveGoal,(3931.4832:7955.1445),(1.2432613:-7.3962355)
91,moveGoal,(3937.6755:7959.376),(6.1924734:4.2312274)
92,moveGoal,(3934.728:7952.4795),(-2.9474773:-6.8965487)
93,moveGoal,(3940.6958:7947.937),(5.9677825:-4.54264)
94,moveGoal,(3936.3992:7954.0845),(-4.2965975:6.1472964)
95,moveGoal,(3930.868:7949.0195),(-5.5313683:-5.0649743)
96,moveGoal,(3936.85:7944.496),(5.982244:-4.5235786)
97,moveGoal,(3929.4353:7945.6226),(-7.4148903:1.1266781)
98,moveGoal,(3935.5356:7949.9854),(6.100445:4.362863)
99,moveGoal,(3929.1626:7946.0312),(-6.372961:-3.9541576)
100,moveGoal,(3931.986:7952.9795),(2.8234282:6.9482555)
101,moveGoal,(3931.1816:7945.523),(-0.80442566:-7.4567356)
102,moveGoal,(3938.5234:7947.055),(7.3418555:1.5320451)
103,moveGoal,(3934.504:7940.723),(-4.0194697:-6.331971)
104,moveGoal,(3941.7517:7942.6514),(7.2478313:1.928458)
105,moveGoal,(3938.6375:7935.8286),(-3.1143126:-6.8228335)
106,moveGoal,(3945.59:7938.6416),(6.9525805:2.8127615)
107,moveGoal,(3938.394:7936.528),(-7.1960297:-2.1135645)
108,moveGoal,(3937.509:7943.9756),(-0.8849:7.447614)
109,moveGoal,(3933.9126:7937.394),(-3.5965328:-6.58141)
110,moveGoal,(3941.3716:7938.1777),(7.4589505:0.7836182)
111,moveGoal,(3938.4968:7931.2505),(-2.8746483:-6.927222)
112,moveGoal,(3943.9612:7936.3877),(5.4642973:5.1372623)
113,moveGoal,(3937.2454:7933.049),(-6.7158465:-3.3387735)
114,moveGoal,(3931.7954:7938.201),(-5.4499726:5.1524553)
115,moveGoal,(3939.1428:7936.6963),(7.347514:-1.5046715)
116,moveGoal,(3933.6926:7931.544),(-5.4502764:-5.1521344)
117,moveGoal,(3941.175:7931.0317),(7.4824734:-0.51243216)
118,moveGoal,(3936.0432:7936.5015),(-5.1317286:5.469494)
119,moveGoal,(3943.3586:7938.155),(7.315515:1.653253)
120,moveGoal,(3941.2014:7930.9717),(-2.1572206:-7.1830635)
121,moveGoal,(3945.9834:7936.7495),(4.7818847:5.777853)
122,moveGoal,(3946.463:7944.2344),(0.4794528:7.4846597)
123,moveGoal,(3953.5046:7941.653),(7.04164:-2.5817254)
124,moveGoal,(3952.5361:7934.216),(-0.9685854:-7.4371934)
125,moveGoal,(3958.357:7938.9453),(5.8207545:4.7295685)
126,moveGoal,(3954.677:7932.41),(-3.679906:-6.535158)
127,moveGoal,(3961.0063:7936.4336),(6.3294196:4.023488)
128,moveGoal,(3958.3066:7929.4365),(-2.699693:-6.9972606)
129,moveGoal,(3964.5159:7933.643),(6.2092347:4.206591)
130,moveGoal,(3967.0107:7926.5703),(2.494795:-7.072906)
131,moveGoal,(3966.969:7919.0703),(-0.041651096:-7.4998846)
132,moveGoal,(3973.702:7922.3745),(6.732946:3.304156)
133,moveGoal,(3971.68:7915.1523),(-2.0219493:-7.222307)
134,moveGoal,(3977.371:7910.2676),(5.691162:-4.884739)
135,moveGoal,(3984.8687:7910.458),(7.49758:0.19051288)
136,moveGoal,(3980.456:7904.3936),(-4.412539:-6.064611)
137,moveGoal,(3980.7324:7896.8984),(0.27626902:-7.4949102)
138,moveGoal,(3987.9182:7899.047),(7.1857443:2.1482732)
139,moveGoal,(3987.8804:7891.547),(-0.037744865:-7.499905)
140,moveGoal,(3995.306:7892.6006),(7.4256244:1.0536141)
141,moveGoal,(3991.4937:7899.0596),(-3.812352:6.458791)
142,moveGoal,(3993.255:7891.7695),(1.7612019:-7.2902794)
143,moveGoal,(4000.2021:7888.9434),(6.9471545:-2.8261354)
144,moveGoal,(3996.907:7882.206),(-3.2951784:-6.737344)
145,moveGoal,(4003.7854:7885.196),(6.8783503:2.989699)
146,moveGoal,(4001.7632:7877.9736),(-2.0222516:-7.2222223)
147,moveGoal,(4009.238:7877.3613),(7.4749746:-0.6121725)
148,moveGoal,(4004.8164:7871.303),(-4.4216957:-6.057938)
149,moveGoal,(4011.483:7874.7393),(6.66658:3.4360898)
150,moveGoal,(4005.655:7870.0186),(-5.8278074:-4.7208757)
151,moveGoal,(4012.2705:7873.552),(6.615517:3.533403)
152,moveGoal,(4017.535:7868.21),(5.2643642:-5.3419533)
153,moveGoal,(4025.0154:7868.7495),(7.480558:0.5396795)
154,moveGoal,(4024.6511:7861.2583),(-0.36426806:-7.491149)
155,moveGoal,(4017.484:7859.049),(-7.1671333:-2.20957)
156,moveGoal,(4024.9485:7859.777),(7.4645977:0.7278629)
157,moveGoal,(4032.3914:7858.852),(7.4427795:-0.9246788)
158,moveGoal,(4028.4727:7852.457),(-3.9186766:-6.39484)
159,moveGoal,(4030.058:7859.7876),(1.5854492:7.3305087)
160,moveGoal,(4033.3271:7853.0376),(3.2689264:-6.7501206)
161,moveGoal,(4026.1924:7855.349),(-7.134838:2.3117287)
162,moveGoal,(4018.6982:7855.0547),(-7.4942155:-0.294517)
163,moveGoal,(4026.1978:7855.133),(7.499591:0.078345165)
164,moveGoal,(4018.7437:7854.3037),(-7.454048:-0.8289579)
165,moveGoal,(4026.2354:7853.952),(7.4917483:-0.35173005)
166,moveGoal,(4033.231:7851.248),(6.995553:-2.7041156)
167,moveGoal,(4030.894:7844.1216),(-2.3370154:-7.1265955)
168,moveGoal,(4037.8218:7841.248),(6.92768:-2.873544)
169,moveGoal,(4040.641:7834.2983),(2.8193467:-6.949913)
170,moveGoal,(4033.1558:7833.8296),(-7.4853435:-0.4686483)
171,moveGoal,(4035.632:7840.909),(2.4764357:7.079355)
172,moveGoal,(4042.041:7837.0137),(6.4089484:-3.895559)
173,moveGoal,(4040.3103:7829.7163),(-1.7307146:-7.297577)
174,moveGoal,(4032.8103:7829.6743),(-7.4998837:-0.04177401)
175,moveGoal,(4036.712:7836.0796),(3.901623:6.405259)
176,moveGoal,(4043.585:7833.0776),(6.8730617:-3.0018373)
177,moveGoal,(4051.0552:7833.7446),(7.4702845:0.6669689)
178,moveGoal,(4048.4731:7826.703),(-2.5820172:-7.041533)
179,moveGoal,(4055.955:7826.183),(7.481963:-0.5198349)
180,moveGoal,(4052.7898:7819.384),(-3.1652775:-6.7993393)
181,moveGoal,(4050.3367:7812.2964),(-2.4530702:-7.087486)
182,moveGoal,(4042.853:7811.8013),(-7.4836283:-0.49528956)
183,moveGoal,(4047.1096:7817.976),(4.256626:6.175041)
184,moveGoal,(4040.171:7815.129),(-6.9386053:-2.8470619)
185,moveGoal,(4043.6455:7808.4824),(3.4745908:-6.646595)
186,moveGoal,(4048.1523:7802.488),(4.506873:-5.994839)
187,moveGoal,(4048.1545:7794.988),(0.0021324994:-7.5)
188,moveGoal,(4051.2588:7788.16),(3.1041322:-6.8274713)
189,moveGoal,(4044.1396:7785.801),(-7.119244:-2.3593144)
190,moveGoal,(4046.3813:7778.6436),(2.2417955:-7.1571193)
191,moveGoal,(4041.3015:7784.161),(-5.079934:5.517633)
192,moveGoal,(4036.5608:7789.973),(-4.7406034:5.8117714)
193,moveGoal,(4032.65:7783.5737),(-3.9110026:-6.399536)
