step,tag,position,velocity
0,moveGoal,(6833.334:6400.0005),(0.0:0.0)
1,moveGoal,(6825.9907:6398.4746),(-7.343139:-1.5258809)
2,moveGoal,(6818.7373:6396.568),(-7.2535663:-1.9067727)
3,moveGoal,(6812.641:6392.199),(-6.0964146:-4.368492)
4,moveGoal,(6807.2983:6386.9355),(-5.3425503:-5.2637587)
5,moveGoal,(6806.8794:6379.4473),(-0.41895562:-7.4882894)
6,moveGoal,(6802.8765:6373.105),(-4.0031037:-6.3423314)
7,moveGoal,(6796.885:6368.5938),(-5.991536:-4.511264)
8,moveGoal,(6790.427:6364.7803),(-6.458009:-3.813676)
9,moveGoal,(6784.5044:6360.1787),(-5.9224415:-4.6015964)
10,moveGoal,(6779.2075:6354.869),(-5.2968783:-5.309716)
11,moveGoal,(6774.786:6348.811),(-4.421395:-6.058157)
12,moveGoal,(6773.503:6341.422),(-1.2834407:-7.3893695)
13,moveGoal,(6766.5513:6338.607),(-6.9516754:-2.8149967)
14,moveGoal,(6762.905:6332.0527),(-3.6463025:-6.5539665)
15,moveGoal,(6761.6235:6324.663),(-1.2812487:-7.38975)
16,moveGoal,(6768.911:6322.89),(7.287431:-1.7729502)
17,moveGoal,(6762.7:6318.686),(-6.210984:-4.2040067)
18,moveGoal,(6757.153:6313.6387),(-5.5474167:-5.047393)
19,moveGoal,(6752.152:6308.0493),(-5.0007977:-5.5894566)
20,moveGoal,(6752.323:6300.5513),(0.17134708:-7.4980426)
21,moveGoal,(6752.7334:6293.0625),(0.41028523:-7.4887695)
22,moveGoal,(6750.164:6286.016),(-2.5692632:-7.046197)
23,moveGoal,(6746.223:6279.635),(-3.9408782:-6.381182)
24,moveGoal,(6743.529:6272.6353),(-2.6942608:-6.9993544)
25,moveGoal,(6736.116:6271.494),(-7.412662:-1.1412486)
26,moveGoal,(6732.801:6264.7666),(-3.3154705:-6.727381)
27,moveGoal,(6729.8037:6257.8916),(-2.997013:-6.8751664)
28,moveGoal,(6723.9263:6253.2324),(-5.877245:-4.659184)
29,moveGoal,(6722.2656:6245.9185),(-1.6608524:-7.3137937)
30,moveGoal,(6729.5205:6244.017),(7.2549515:-1.9014935)
31,moveGoal,(6724.989:6238.041),(-4.531521:-5.9762297)
32,moveGoal,(6720.0635:6232.385),(-4.9252872:-5.656107)
33,moveGoal,(6715.3237:6226.5723),(-4.739755:-5.812463)
