step,tag,position,velocity
0,moveGoal,(6833.334:6450.0005),(0.0:0.0)
1,moveGoal,(6838.145:6455.754),(4.811072:5.753572)
2,moveGoal,(6843.452:6461.053),(5.3072367:5.299362)
3,moveGoal,(6841.7725:6468.363),(-1.6795331:7.3095264)
4,moveGoal,(6842.5474:6475.8228),(0.775073:7.459843)
5,moveGoal,(6835.3325:6477.8706),(-7.2149725:2.0479703)
6,moveGoal,(6835.4453:6485.3696),(0.112958804:7.49915)
7,moveGoal,(6838.6304:6478.5796),(3.1848285:-6.7902045)
8,moveGoal,(6831.158:6479.2227),(-7.472379:0.64308417)
9,moveGoal,(6837.373:6483.421),(6.215011:4.198052)
10,moveGoal,(6842.4688:6488.9243),(5.0954657:5.503293)
11,moveGoal,(6837.796:6494.7905),(-4.672939:5.866315)
12,moveGoal,(6837.2515:6487.31),(-0.5442477:-7.4802265)
13,moveGoal,(6830.925:6491.3374),(-6.3268714:4.0274925)
14,moveGoal,(6832.7:6498.624),(1.7755105:7.2868075)
15,moveGoal,(6830.915:6505.908),(-1.7853233:7.28441)
16,moveGoal,(6836.9785:6501.494),(6.063459:-4.4141216)
17,moveGoal,(6837.304:6508.987),(0.32592356:7.492915)
18,moveGoal,(6837.979:6516.4565),(0.6748257:7.469579)
19,moveGoal,(6838.33:6523.948),(0.35121715:7.4917717)
20,moveGoal,(6834.721:6530.523),(-3.6087625:6.5747123)
21,moveGoal,(6833.9077:6537.9785),(-0.8136165:7.455738)
22,moveGoal,(6828.442:6543.1143),(-5.4658537:5.1356053)
23,moveGoal,(6835.7397:6544.844),(7.2977204:1.7301091)
24,moveGoal,(6828.578:6547.0713),(-7.1617966:2.2268069)
25,moveGoal,(6823.284:6552.3843),(-5.293709:5.312876)
26,moveGoal,(6820.0396:6545.6226),(-3.2445405:-6.761875)
27,moveGoal,(6817.732:6552.759),(-2.3078027:7.136109)
28,moveGoal,(6812.22:6547.6724),(-5.5117855:-5.086278)
29,moveGoal,(6805.394:6550.779),(-6.8263316:3.1066377)
30,moveGoal,(6802.253:6543.9683),(-3.1410117:-6.810583)
31,moveGoal,(6795.7227:6540.28),(-6.530399:-3.6883454)
32,moveGoal,(6789.946:6535.497),(-5.7770805:-4.782818)
33,moveGoal,(6782.522:6534.4307),(-7.423769:-1.0666113)
34,moveGoal,(6790.012:6534.051),(7.4903684:-0.37998304)
35,moveGoal,(6782.7095:6535.7603),(-7.3026075:1.7093638)
36,moveGoal,(6775.6416:6533.2515),(-7.0678716:-2.5090225)
37,moveGoal,(6768.9:6529.9653),(-6.741766:-3.286122)
38,moveGoal,(6762.7007:6525.744),(-6.1993403:-4.221159)
39,moveGoal,(6755.7:6523.0522),(-7.00031:-2.6917772)
40,moveGoal,(6752.144:6516.4487),(-3.5561867:-6.6032977)
41,moveGoal,(6745.638:6512.7173),(-6.505951:-3.7313004)
42,moveGoal,(6740.586:6507.1743),(-5.052113:-5.543118)
43,moveGoal,(6735.091:6502.07),(-5.495143:-5.1042542)
44,moveGoal,(6729.826:6496.728),(-5.264524:-5.341797)
45,moveGoal,(6724.4004:6491.55),(-5.42563:-5.178083)
46,moveGoal,(6719.054:6486.29),(-5.346261:-5.25999)
47,moveGoal,(6713.627:6481.114),(-5.4272156:-5.17642)
48,moveGoal,(6708.475:6475.663),(-5.1516685:-5.450717)
49,moveGoal,(6702.314:6471.3867),(-6.161323:-4.2764587)
50,moveGoal,(6696.9165:6466.1797),(-5.3976383:-5.2072544)
51,moveGoal,(6696.74:6458.6816),(-0.17624158:-7.4979296)
52,moveGoal,(6689.8784:6455.654),(-6.8616:-3.0279453)
53,moveGoal,(6684.295:6450.6465),(-5.5835304:-5.007414)
54,moveGoal,(6678.8027:6445.539),(-5.491989:-5.1076465)
55,moveGoal,(6672.121:6442.1323),(-6.6816854:-3.4066231)
56,moveGoal,(6666.1406:6437.606),(-5.980239:-4.5262284)
57,moveGoal,(6661.844:6431.4585),(-4.296224:-6.1475573)
58,moveGoal,(6656.6377:6426.06),(-5.2066717:-5.398201)
59,moveGoal,(6651.404:6420.688),(-5.233716:-5.3719845)
60,moveGoal,(6646.77:6414.7905),(-4.633553:-5.897473)
