step,tag,position,velocity
0,moveGoal,(8433.334:3150.0002),(0.0:0.0)
1,moveGoal,(8438.636:3155.3052),(5.3017364:5.304865)
2,moveGoal,(8444.185:3160.3516),(5.5483556:5.04636)
3,moveGoal,(8449.952:3165.1455),(5.7678757:4.793914)
4,moveGoal,(8456.207:3169.2834),(6.2551246:4.138045)
5,moveGoal,(8462.069:3173.9612),(5.86258:4.6776237)
6,moveGoal,(8467.924:3178.6487),(5.8545914:4.6876183)
7,moveGoal,(8474.375:3182.4731),(6.4515667:3.8245645)
8,moveGoal,(8481.054:3185.8865),(6.678311:3.4132342)
9,moveGoal,(8486.17:3191.3706),(5.1160016:5.4842076)
10,moveGoal,(8490.262:3197.6558),(4.092142:6.28525)
11,moveGoal,(8494.316:3203.9653),(4.054495:6.309602)
12,moveGoal,(8497.839:3210.5867),(3.5223615:6.6214027)
13,moveGoal,(8501.643:3217.0508),(3.803311:6.4641185)
14,moveGoal,(8502.363:3224.516),(0.7203162:7.465329)
15,moveGoal,(8509.755:3225.785),(7.3918924:1.26883)
16,moveGoal,(8509.975:3233.2817),(0.21939455:7.4967904)
17,moveGoal,(8517.264:3235.0493),(7.2887225:1.7676334)
18,moveGoal,(8521.671:3241.1182),(4.406746:6.0688214)
19,moveGoal,(8523.468:3248.3997),(1.7967031:7.281611)
20,moveGoal,(8530.84:3247.0227),(7.3725185:-1.376943)
21,moveGoal,(8530.896:3254.5225),(0.056291908:7.499789)
22,moveGoal,(8536.853:3259.0798),(5.956456:4.5574813)
23,moveGoal,(8536.96:3266.579),(0.10730544:7.4992323)
24,moveGoal,(8543.929:3269.3516),(6.9687114:2.7725558)
25,moveGoal,(8547.392:3276.0044),(3.462666:6.652815)
26,moveGoal,(8542.726:3281.8765),(-4.6657085:5.872067)
27,moveGoal,(8535.325:3280.6584),(-7.4004383:-1.2179972)
28,moveGoal,(8541.073:3285.4763),(5.7478843:4.8178663)
29,moveGoal,(8533.587:3285.929),(-7.486335:0.4525322)
30,moveGoal,(8529.415:3279.6965),(-4.172057:-6.232491)
