step,tag,position,velocity
0,moveGoal,(8433.334:3150.0002),(0.0:0.0)
1,moveGoal,(8428.561:3155.7854),(-4.7731934:5.7850347)
2,moveGoal,(8424.184:3161.8757),(-4.3769007:6.090381)
3,moveGoal,(8421.38:3168.832),(-2.8034704:6.9563317)
4,moveGoal,(8416.734:3162.944),(-4.6456537:-5.887946)
5,moveGoal,(8420.608:3156.5222),(3.874298:-6.4218235)
6,moveGoal,(8428.028:3155.4275),(7.419657:-1.0948472)
7,moveGoal,(8420.999:3158.0437),(-7.0289364:2.6161163)
8,moveGoal,(8413.637:3159.4734),(-7.3624926:1.4295826)
9,moveGoal,(8406.215:3160.551),(-7.422168:1.0776958)
10,moveGoal,(8409.452:3153.7856),(3.2372265:-6.76538)
11,moveGoal,(8401.954:3153.6316),(-7.4984202:-0.15393493)
12,moveGoal,(8394.56:3152.381),(-7.3950157:-1.2504997)
13,moveGoal,(8395.954:3145.012),(1.3948787:-7.3691463)
14,moveGoal,(8402.881:3142.1353),(6.926396:-2.8766377)
15,moveGoal,(8405.773:3135.2156),(2.892738:-6.9196873)
16,moveGoal,(8404.1045:3127.9036),(-1.6690403:-7.311929)
17,moveGoal,(8398.989:3133.3887),(-5.1150956:5.485052)
18,moveGoal,(8398.84:3140.8872),(-0.14979926:7.4985037)
19,moveGoal,(8393.706:3135.4202),(-5.1342287:-5.4671474)
20,moveGoal,(8386.344:3136.8518),(-7.3620706:1.4317547)
21,moveGoal,(8382.424:3130.4578),(-3.9198365:-6.394129)
22,moveGoal,(8389.889:3129.7356),(7.4651394:-0.7222847)
23,moveGoal,(8383.06:3126.6348),(-6.828994:-3.1007812)
24,moveGoal,(8390.553:3126.947),(7.493495:0.31232)
25,moveGoal,(8383.064:3126.534),(-7.488621:-0.41298428)
26,moveGoal,(8384.37:3133.9194),(1.3057375:7.3854623)
27,moveGoal,(8377.348:3131.2861),(-7.022535:-2.6332505)
28,moveGoal,(8384.848:3131.3247),(7.499901:0.03858763)
29,moveGoal,(8382.482:3124.2075),(-2.3656707:-7.1171346)
30,moveGoal,(8375.927:3127.8513),(-6.555341:3.6438315)
31,moveGoal,(8368.434:3128.1736),(-7.49307:0.32233799)
32,moveGoal,(8375.682:3126.246),(7.2480826:-1.927512)
33,moveGoal,(8370.331:3120.9902),(-5.3502445:-5.255938)
34,moveGoal,(8367.791:3113.9333),(-2.5400298:-7.056788)
35,moveGoal,(8360.393:3112.7024),(-7.3982735:-1.2310781)
36,moveGoal,(8367.736:3111.1804),(7.3439593:-1.521927)
37,moveGoal,(8365.921:3103.9036),(-1.8154731:-7.276954)
38,moveGoal,(8358.71:3105.9648),(-7.2111616:2.061346)
39,moveGoal,(8357.344:3113.3394),(-1.3660364:7.3745475)
40,moveGoal,(8350.491:3110.29),(-6.8521605:-3.0492458)
41,moveGoal,(8343.511:3107.5479),(-6.980763:-2.7420712)
42,moveGoal,(8336.27:3105.5945),(-7.241137:-1.9534434)
43,moveGoal,(8329.202:3103.084),(-7.0673447:-2.5105076)
44,moveGoal,(8322.308:3100.1326),(-6.8948884:-2.951358)
45,moveGoal,(8315.743:3096.5046),(-6.5641017:-3.6280262)
46,moveGoal,(8309.783:3091.9521),(-5.960278:-4.552482)
47,moveGoal,(8302.938:3088.8857),(-6.844511:-3.0663779)
48,moveGoal,(8298.253:3083.0295),(-4.6856537:-5.856163)
49,moveGoal,(8291.848:3079.1277),(-6.405102:-3.9018815)
50,moveGoal,(8290.049:3071.8467),(-1.7992089:-7.2809925)
51,moveGoal,(8296.694:3068.3708),(6.64597:-3.4757853)
52,moveGoal,(8289.194:3068.3577),(-7.499989:-0.013124384)
53,moveGoal,(8281.714:3067.8225),(-7.48088:-0.5352008)
54,moveGoal,(8288.801:3065.3665),(7.0864606:-2.4560285)
55,moveGoal,(8282.249:3061.7156),(-6.5513787:-3.6509507)
56,moveGoal,(8274.918:3063.2964),(-7.3315086:1.5808177)
57,moveGoal,(8273.651:3055.904),(-1.2664989:-7.3922925)
58,moveGoal,(8280.834:3058.063),(7.182564:2.1588845)
59,moveGoal,(8278.361:3050.9822),(-2.4725204:-7.0807233)
60,moveGoal,(8285.752:3052.2595),(7.390437:1.2772793)
61,moveGoal,(8280.789:3046.6362),(-4.9627895:-5.6232305)
62,moveGoal,(8288.124:3048.1995),(7.3352566:1.5633367)
63,moveGoal,(8281.525:3044.6348),(-6.5987434:-3.5646296)
64,moveGoal,(8276.191:3049.9072),(-5.3338666:5.272558)
65,moveGoal,(8283.646:3050.7234),(7.455459:0.8161673)
66,moveGoal,(8277.524:3046.3916),(-6.1224856:-4.3318787)
67,moveGoal,(8270.031:3046.0725),(-7.493213:-0.31900153)
68,moveGoal,(8277.055:3043.4407),(7.0230737:-2.6318135)
69,moveGoal,(8269.573:3042.907),(-7.480993:-0.5336154)
70,moveGoal,(8272.634:3036.0598),(3.0604944:-6.8471437)
71,moveGoal,(8271.713:3043.5032),(-0.9208381:7.443256)
72,moveGoal,(8270.272:3036.1428),(-1.4404243:-7.3603787)
73,moveGoal,(8266.093:3029.9155),(-4.1797485:-6.2273355)
74,moveGoal,(8265.84:3022.42),(-0.2533428:-7.49572)
75,moveGoal,(8258.446:3021.1628),(-7.3939104:-1.257016)
76,moveGoal,(8251.025:3022.2505),(-7.420703:1.0877401)
77,moveGoal,(8246.396:3016.3494),(-4.629058:-5.901002)
78,moveGoal,(8240.63:3021.145),(-5.7665186:4.7955465)
79,moveGoal,(8242.473:3013.8748),(1.8425056:-7.2701564)
80,moveGoal,(8235.571:3010.9392),(-6.9015837:-2.9356685)
81,moveGoal,(8234.909:3018.41),(-0.6619321:7.4707327)
82,moveGoal,(8230.084:3012.6687),(-4.825679:-5.7413263)
83,moveGoal,(8234.577:3006.6636),(4.4930873:-6.0051785)
84,moveGoal,(8235.551:2999.227),(0.9737774:-7.4365153)
85,moveGoal,(8229.841:2994.3643),(-5.7099996:-4.862705)
86,moveGoal,(8236.956:2996.7368),(7.114814:2.372641)
87,moveGoal,(8234.4:2989.6855),(-2.555187:-7.0513134)
88,moveGoal,(8234.169:2997.182),(-0.23188356:7.4964147)
