step,tag,position,velocity
0,moveGoal,(8433.334:3150.0002),(0.0:0.0)
1,moveGoal,(8439.028:3145.1194),(5.6945605:-4.8807774)
2,moveGoal,(8445.392:3141.1504),(6.3637295:-3.9689984)
3,moveGoal,(8452.023:3137.6482),(6.632098:-3.5021818)
4,moveGoal,(8458.887:3134.6248),(6.86355:-3.023522)
5,moveGoal,(8466.039:3132.3674),(7.152233:-2.257336)
6,moveGoal,(8471.399:3127.1223),(5.36078:-5.245193)
7,moveGoal,(8474.739:3120.4072),(3.3403158:-6.71508)
8,moveGoal,(8480.698:3115.8525),(5.9586473:-4.554616)
9,moveGoal,(8484.232:3109.2375),(3.5342493:-6.6150646)
10,moveGoal,(8491.074:3106.1653),(6.841914:-3.0721676)
11,moveGoal,(8495.693:3100.2566),(4.619391:-5.9085727)
12,moveGoal,(8502.405:3096.9094),(6.711655:-3.3471923)
13,moveGoal,(8508.288:3092.257),(5.882645:-4.6523633)
14,moveGoal,(8510.934:3085.239),(2.6451945:-7.018044)
15,moveGoal,(8512.153:3077.8389),(1.2201144:-7.4000893)
16,moveGoal,(8518.734:3074.2412),(6.58075:-3.5977392)
17,moveGoal,(8524.565:3069.5242),(5.8309813:-4.7169547)
18,moveGoal,(8523.672:3062.0776),(-0.89335585:-7.4466043)
19,moveGoal,(8528.533:3056.3667),(4.861722:-5.7108374)
20,moveGoal,(8535.77:3054.397),(7.2367005:-1.9698143)
21,moveGoal,(8537.3125:3047.0574),(1.5429657:-7.339568)
22,moveGoal,(8533.394:3040.6624),(-3.9185164:-6.394938)
23,moveGoal,(8540.456:3043.1877),(7.0620527:2.525353)
24,moveGoal,(8533.538:3040.29),(-6.9176383:-2.8976333)
25,moveGoal,(8541.037:3040.1897),(7.4993277:-0.10041894)
26,moveGoal,(8548.104:3037.6768),(7.066494:-2.512899)
27,moveGoal,(8555.289:3035.529),(7.185924:-2.1476727)
28,moveGoal,(8549.294:3031.022),(-5.9947166:-4.507036)
29,moveGoal,(8543.248:3026.5837),(-6.045789:-4.4382925)
30,moveGoal,(8544.494:3019.188),(1.2461402:-7.395751)
31,moveGoal,(8542.078:3012.088),(-2.4162924:-7.100108)
32,moveGoal,(8548.873:3008.914),(6.795317:-3.1739042)
33,moveGoal,(8543.951:3003.2554),(-4.9223423:-5.6586704)
34,moveGoal,(8551.145:3001.134),(7.193758:-2.121285)
35,moveGoal,(8545.484:2996.2131),(-5.659903:-4.9209247)
36,moveGoal,(8539.479:2991.7205),(-6.0054045:-4.4927855)
37,moveGoal,(8533.309:2987.4563),(-6.1698556:-4.264139)
38,moveGoal,(8526.374:2984.6),(-6.934801:-2.8563144)
