step,tag,position,velocity
0,moveGoal,(6833.334:6400.0005),(0.0:0.0)
1,moveGoal,(6826.3013:6402.606),(-7.0328164:2.6056657)
2,moveGoal,(6818.831:6403.275),(-7.470111:0.66891724)
3,moveGoal,(6811.521:6401.5986),(-7.3102536:-1.6763637)
4,moveGoal,(6805.4727:6406.0337),(-6.048319:4.4348445)
5,moveGoal,(6798.2295:6407.9795),(-7.243223:1.9456921)
6,moveGoal,(6792.2817:6412.5483),(-5.9476423:4.5689774)
7,moveGoal,(6788.9897:6419.287),(-3.2921596:6.7388196)
8,moveGoal,(6794.753:6414.4873),(5.7629843:-4.7997932)
9,moveGoal,(6796.769:6407.263),(2.0161953:-7.2239156)
10,moveGoal,(6795.042:6399.965),(-1.7269073:-7.298479)
11,moveGoal,(6787.8633:6402.137),(-7.1785674:2.1721358)
12,moveGoal,(6795.3535:6401.7573),(7.490368:-0.3799919)
13,moveGoal,(6787.8574:6401.518),(-7.496178:-0.23940724)
14,moveGoal,(6791.247:6394.8276),(3.3895261:-6.690375)
15,moveGoal,(6783.9:6393.322),(-7.3472652:-1.5058868)
16,moveGoal,(6782.8633:6385.8936),(-1.0365988:-7.4280195)
17,moveGoal,(6775.612:6383.978),(-7.251223:-1.9156649)
18,moveGoal,(6768.112:6384.0107),(-7.499929:0.032666888)
19,moveGoal,(6760.6333:6383.4404),(-7.4783015:-0.5700964)
20,moveGoal,(6754.88:6388.252),(-5.753277:4.8114247)
21,moveGoal,(6748.387:6384.4976),(-6.4927354:-3.75425)
22,moveGoal,(6750.3213:6377.251),(1.9338908:-7.246383)
23,moveGoal,(6744.869:6372.101),(-5.452293:-5.1500006)
24,moveGoal,(6737.522:6370.5957),(-7.347365:-1.5053996)
25,moveGoal,(6731.347:6374.853),(-6.174663:4.257175)
26,moveGoal,(6727.9834:6368.1494),(-3.363599:-6.7034473)
27,moveGoal,(6729.238:6360.755),(1.2544386:-7.394348)
28,moveGoal,(6725.7036:6354.1396),(-3.5339704:-6.615214)
29,moveGoal,(6718.2036:6354.133),(-7.499997:-0.006657787)
30,moveGoal,(6718.9585:6346.671),(0.75512636:-7.461889)
31,moveGoal,(6714.25:6340.833),(-4.708476:-5.8378296)
32,moveGoal,(6708.1245:6336.5054),(-6.1254826:-4.327639)
33,moveGoal,(6701.6606:6332.7017),(-6.463796:-3.8038588)
34,moveGoal,(6694.393:6330.8496),(-7.2676806:-1.8522476)
