step,tag,position,velocity
0,moveGoal,(6833.334:6450.0005),(0.0:0.0)
1,moveGoal,(6835.604:6457.149),(2.2698648:7.148267)
2,moveGoal,(6836.9185:6464.5327),(1.314393:7.3839264)
3,moveGoal,(6835.2646:6471.848),(-1.6537992:7.3153915)
4,moveGoal,(6833.365:6479.1035),(-1.8992748:7.2555327)
5,moveGoal,(6833.4624:6486.603),(0.0973542:7.499368)
6,moveGoal,(6829.2017:6492.7754),(-4.2606773:6.172247)
7,moveGoal,(6826.442:6499.749),(-2.7599268:6.9737225)
8,moveGoal,(6818.96:6500.2705),(-7.481864:0.5212668)
9,moveGoal,(6818.403:6507.75),(-0.55731946:7.4792647)
10,moveGoal,(6811.687:6511.0884),(-6.7160606:3.3383436)
11,moveGoal,(6806.3022:6516.3086),(-5.3848886:5.220439)
12,moveGoal,(6813.707:6517.501),(7.404642:1.1921722)
13,moveGoal,(6809.098:6523.418),(-4.6087713:5.91686)
14,moveGoal,(6804.557:6529.387),(-4.540903:5.969104)
15,moveGoal,(6798.909:6534.322),(-5.648099:4.9344683)
16,moveGoal,(6796.6157:6541.4624),(-2.2933252:7.1407743)
17,moveGoal,(6794.571:6548.678),(-2.0448537:7.215856)
18,moveGoal,(6787.0767:6548.9805),(-7.493906:0.30228472)
19,moveGoal,(6786.849:6556.477),(-0.22762105:7.4965453)
20,moveGoal,(6781.029:6561.207),(-5.8205247:4.7298517)
21,moveGoal,(6775.051:6565.7363),(-5.977989:4.5291996)
22,moveGoal,(6773.564:6573.0874),(-1.4865924:7.351194)
23,moveGoal,(6775.079:6580.4326),(1.5149876:7.345394)
24,moveGoal,(6769.1353:6585.0063),(-5.94383:4.5739355)
25,moveGoal,(6762.306:6588.107),(-6.8290477:3.1006625)
26,moveGoal,(6755.4224:6585.13),(-6.8837557:-2.9772317)
27,moveGoal,(6748.2886:6582.8145),(-7.1335616:-2.315665)
28,moveGoal,(6742.023:6578.6924),(-6.2655163:-4.1222944)
29,moveGoal,(6734.878:6576.412),(-7.145005:-2.28011)
30,moveGoal,(6728.8164:6571.995),(-6.061532:-4.4167666)
31,moveGoal,(6722.601:6567.7974),(-6.215199:-4.1977735)
