step,tag,position,velocity
0,moveGoal,(6833.334:6450.0005),(0.0:0.0)
1,moveGoal,(6826.856:6453.78),(-6.478119:3.7794144)
2,moveGoal,(6820.1064:6457.05),(-6.7495966:3.2700078)
3,moveGoal,(6814.3057:6461.8037),(-5.800997:4.753782)
4,moveGoal,(6811.1255:6468.596),(-3.1802478:6.792351)
5,moveGoal,(6807.1006:6474.925),(-4.0248523:6.328552)
6,moveGoal,(6802.365:6480.7407),(-4.735486:5.815941)
7,moveGoal,(6797.353:6486.32),(-5.0121913:5.5792418)
8,moveGoal,(6791.9424:6491.513),(-5.410864:5.1935105)
9,moveGoal,(6786.457:6496.628),(-5.4855046:5.114611)
10,moveGoal,(6780.377:6501.0195),(-6.079963:4.3913608)
11,moveGoal,(6773.715:6504.464),(-6.6622677:3.444443)
12,moveGoal,(6767.254:6508.2725),(-6.4610405:3.808537)
13,moveGoal,(6759.7974:6509.079),(-7.456493:0.8066685)
14,moveGoal,(6755.372:6515.135),(-4.4251165:6.0554395)
15,moveGoal,(6750.1245:6520.493),(-5.247545:5.358477)
16,moveGoal,(6744.027:6524.86),(-6.0975447:4.3669157)
17,moveGoal,(6739.3726:6530.741),(-4.654056:5.8813066)
18,moveGoal,(6734.5703:6536.5024),(-4.8021803:5.760995)
19,moveGoal,(6727.662:6539.423),(-6.907971:2.9206076)
20,moveGoal,(6725.06:6546.457),(-2.602251:7.0340805)
21,moveGoal,(6721.5137:6539.8486),(-3.5462933:-6.608616)
22,moveGoal,(6719.6436:6547.112),(-1.8703585:7.2630405)
23,moveGoal,(6712.495:6549.3813),(-7.148336:2.2696466)
24,moveGoal,(6711.9653:6556.863),(-0.5296277:7.4812765)
25,moveGoal,(6707.9424:6550.533),(-4.0229845:-6.329739)
26,moveGoal,(6700.869:6548.039),(-7.073202:-2.4939563)
27,moveGoal,(6693.369:6548.086),(-7.499853:0.046911843)
28,moveGoal,(6686.1763:6545.9624),(-7.193046:-2.1236968)
29,moveGoal,(6679.4287:6542.6885),(-6.7476025:-3.2741208)
30,moveGoal,(6672.718:6539.34),(-6.7110095:-3.348486)
31,moveGoal,(6665.952:6536.103),(-6.7656035:-3.2367592)
32,moveGoal,(6658.953:6533.4077),(-6.9989643:-2.6952744)
33,moveGoal,(6652.346:6529.858),(-6.606757:-3.5497546)
34,moveGoal,(6645.8203:6526.1616),(-6.525912:-3.6962788)
35,moveGoal,(6639.1504:6522.732),(-6.6699023:-3.429636)
36,moveGoal,(6632.4077:6519.4478),(-6.7427354:-3.284132)
37,moveGoal,(6625.8086:6515.8843),(-6.599307:-3.563587)
38,moveGoal,(6619.1284:6512.474),(-6.6799335:-3.410057)
39,moveGoal,(6612.154:6509.7163),(-6.9746003:-2.7577066)
40,moveGoal,(6605.567:6506.13),(-6.586928:-3.5864162)
41,moveGoal,(6598.982:6502.54),(-6.5849457:-3.590055)
42,moveGoal,(6592.4062:6498.9326),(-6.575481:-3.607361)
43,moveGoal,(6585.832:6495.3228),(-6.574:-3.6100593)
44,moveGoal,(6579.252:6491.7236),(-6.5800996:-3.5989292)
45,moveGoal,(6572.6973:6488.0786),(-6.5547442:-3.644905)
46,moveGoal,(6566.16:6484.4023),(-6.5373287:-3.6760483)
47,moveGoal,(6559.6465:6480.685),(-6.513912:-3.717385)
48,moveGoal,(6553.173:6476.8975),(-6.473421:-3.787456)
49,moveGoal,(6546.75:6473.025),(-6.4227576:-3.872749)
50,moveGoal,(6540.364:6469.092),(-6.386054:-3.9329786)
51,moveGoal,(6534.027:6465.08),(-6.336787:-4.0118737)
52,moveGoal,(6527.804:6460.893),(-6.222434:-4.1870413)
53,moveGoal,(6521.678:6456.566),(-6.1259966:-4.3269124)
54,moveGoal,(6515.64:6452.1167),(-6.037869:-4.4490604)
55,moveGoal,(6509.6797:6447.5645),(-5.9605427:-4.5521355)
56,moveGoal,(6503.733:6442.994),(-5.9467545:-4.570133)
57,moveGoal,(6497.7407:6438.484),(-5.9923687:-4.5101576)
58,moveGoal,(6491.8994:6433.78),(-5.8413835:-4.7040663)
59,moveGoal,(6485.938:6429.229),(-5.961617:-4.550728)
60,moveGoal,(6479.9985:6424.6494),(-5.9393077:-4.5798063)
61,moveGoal,(6474.018:6420.1235),(-5.980687:-4.525636)
62,moveGoal,(6468.2036:6415.386),(-5.814616:-4.737113)
63,moveGoal,(6462.443:6410.584),(-5.7609353:-4.802252)
64,moveGoal,(6456.663:6405.8047),(-5.7798615:-4.779457)
65,moveGoal,(6451.0293:6400.8535),(-5.633633:-4.9509773)
66,moveGoal,(6445.43:6395.8633),(-5.5990257:-4.990082)
67,moveGoal,(6439.864:6390.837),(-5.566524:-5.026313)
68,moveGoal,(6434.3276:6385.7773),(-5.536228:-5.0596623)
69,moveGoal,(6428.8193:6380.6875),(-5.5084577:-5.089882)
70,moveGoal,(6423.334:6375.5728),(-5.4853954:-5.114728)
71,moveGoal,(6417.871:6370.434),(-5.462992:-5.13865)
72,moveGoal,(6412.4023:6365.3013),(-5.468515:-5.1327715)
73,moveGoal,(6406.9463:6360.1553),(-5.455954:-5.146122)
74,moveGoal,(6401.4883:6355.0117),(-5.458162:-5.1437798)
75,moveGoal,(6396.054:6349.843),(-5.434274:-5.1690097)
76,moveGoal,(6390.6387:6344.6543),(-5.415623:-5.1885476)
77,moveGoal,(6385.23:6339.4585),(-5.408645:-5.195822)
78,moveGoal,(6379.8306:6334.253),(-5.399226:-5.2056084)
79,moveGoal,(6374.45:6329.028),(-5.3802633:-5.225205)
80,moveGoal,(6369.077:6323.7954),(-5.3730803:-5.2325916)
81,moveGoal,(6363.716:6318.551),(-5.361094:-5.244871)
82,moveGoal,(6358.373:6313.287),(-5.3428392:-5.2634654)
83,moveGoal,(6353.0425:6308.011),(-5.330605:-5.275856)
84,moveGoal,(6347.7183:6302.729),(-5.3244467:-5.2820706)
85,moveGoal,(6342.405:6297.4355),(-5.313288:-5.2932954)
86,moveGoal,(6337.104:6292.13),(-5.300794:-5.3058066)
87,moveGoal,(6331.8096:6286.818),(-5.294503:-5.3120847)
88,moveGoal,(6326.524:6281.497),(-5.285661:-5.3208823)
89,moveGoal,(6321.561:6275.874),(-4.9627814:-5.6232376)
90,moveGoal,(6316.5356:6270.3066),(-5.025607:-5.56716)
91,moveGoal,(6311.594:6264.6646),(-4.9412556:-5.6421623)
92,moveGoal,(6306.58:6259.087),(-5.0139246:-5.5776844)
93,moveGoal,(6301.6343:6253.4487),(-4.9456244:-5.638334)
94,moveGoal,(6296.689:6247.81),(-4.945251:-5.638661)
95,moveGoal,(6291.6587:6242.247),(-5.0300603:-5.5631375)
96,moveGoal,(6286.711:6236.611),(-4.9479165:-5.636322)
97,moveGoal,(6281.7603:6230.977),(-4.9505835:-5.63398)
98,moveGoal,(6276.8066:6225.3457),(-4.9534354:-5.631472)
99,moveGoal,(6271.8535:6219.714),(-4.95307:-5.631794)
100,moveGoal,(6266.8994:6214.083),(-4.9542227:-5.6307793)
101,moveGoal,(6261.9424:6208.455),(-4.9572597:-5.628106)
102,moveGoal,(6256.9854:6202.8267),(-4.9570785:-5.6282654)
103,moveGoal,(6252.024:6197.202),(-4.9612703:-5.624571)
104,moveGoal,(6247.063:6191.5776),(-4.9610915:-5.6247287)
105,moveGoal,(6241.9604:6186.0806),(-5.102424:-5.4968414)
106,moveGoal,(6237.0015:6180.4536),(-4.9587765:-5.62677)
107,moveGoal,(6232.0386:6174.8306),(-4.9627867:-5.6232333)
108,moveGoal,(6226.941:6169.329),(-5.0975456:-5.501366)
109,moveGoal,(6221.8545:6163.818),(-5.0866427:-5.5114493)
110,moveGoal,(6216.5225:6158.5435),(-5.3322644:-5.2741785)
111,moveGoal,(6211.2993:6153.161),(-5.223222:-5.382189)
112,moveGoal,(6206.318:6147.5547),(-4.981553:-5.606615)
113,moveGoal,(6201.332:6141.9517),(-4.985752:-5.602881)
114,moveGoal,(6196.345:6136.3496),(-4.986931:-5.601832)
115,moveGoal,(6191.3555:6130.7505),(-4.989951:-5.599142)
116,moveGoal,(6186.3643:6125.1523),(-4.9909687:-5.5982347)
117,moveGoal,(6181.145:6119.766),(-5.2191486:-5.386139)
118,moveGoal,(6176.1504:6114.171),(-4.994473:-5.5951085)
119,moveGoal,(6171.144:6108.5864),(-5.0065875:-5.584271)
120,moveGoal,(6166.135:6103.0044),(-5.0091305:-5.5819902)
121,moveGoal,(6161.1216:6097.4263),(-5.0131807:-5.5783525)
122,moveGoal,(6156.1016:6091.8545),(-5.020238:-5.5720024)
123,moveGoal,(6151.0815:6086.2827),(-5.020238:-5.5720024)
124,moveGoal,(6146.0566:6080.715),(-5.024734:-5.5679483)
125,moveGoal,(6141.0317:6075.147),(-5.024734:-5.5679483)
126,moveGoal,(6136.0054:6069.5806),(-5.0262303:-5.5665975)
127,moveGoal,(6131.7373:6063.413),(-4.2678847:-6.1672654)
128,moveGoal,(6126.687:6057.868),(-5.0500526:-5.5449953)
129,moveGoal,(6121.291:6052.659),(-5.396057:-5.208894)
130,moveGoal,(6116.2715:6047.0864),(-5.0194936:-5.5726733)
131,moveGoal,(6110.3296:6042.5103),(-5.9419417:-4.5763884)
132,moveGoal,(6105.35:6036.902),(-4.9793468:-5.6085744)
133,moveGoal,(6100.3667:6031.297),(-4.983237:-5.6051188)
134,moveGoal,(6095.3765:6025.6978),(-4.9901795:-5.598938)
135,moveGoal,(6090.3755:6020.1084),(-5.0008817:-5.5893817)
136,moveGoal,(6085.3677:6014.525),(-5.0076876:-5.583284)
137,moveGoal,(6080.044:6009.2417),(-5.3235254:-5.2829986)
138,moveGoal,(6075.035:6003.6597),(-5.0088944:-5.582202)
139,moveGoal,(6070.0234:5998.08),(-5.0116224:-5.579753)
140,moveGoal,(6065.012:5992.5),(-5.011313:-5.580031)
141,moveGoal,(6059.9985:5986.9224),(-5.0138917:-5.577714)
