step,tag,position,velocity
0,moveGoal,(4122.2227:8550.001),(0.0:0.0)
1,moveGoal,(4121.701:8557.482),(-0.52169156:7.4818344)
2,moveGoal,(4121.692:8564.982),(-0.009089909:7.4999948)
3,moveGoal,(4123.4653:8572.27),(1.7734892:7.2873)
4,moveGoal,(4128.637:8577.701),(5.1718426:5.431579)
5,moveGoal,(4135.039:8573.794),(6.4020224:-3.9069302)
6,moveGoal,(4127.5503:8574.204),(-7.4887953:0.40981275)
7,moveGoal,(4122.924:8580.107),(-4.626455:5.9030433)
8,moveGoal,(4127.955:8585.669),(5.0313087:5.5620084)
9,moveGoal,(4124.264:8592.198),(-3.690753:6.5290384)
10,moveGoal,(4126.4414:8599.375),(2.1771655:7.1770434)
11,moveGoal,(4119.745:8602.753),(-6.6964197:3.3775682)
12,moveGoal,(4124.283:8608.725),(4.5378437:5.9714303)
13,moveGoal,(4119.7744:8602.731),(-4.5088487:-5.9933534)
14,moveGoal,(4122.3916:8609.76),(2.6170194:7.0285997)
15,moveGoal,(4119.4062:8616.64),(-2.985402:6.880216)
16,moveGoal,(4113.924:8621.758),(-5.4822884:5.1180577)
17,moveGoal,(4107.6133:8625.811),(-6.3105927:4.0529523)
18,moveGoal,(4106.592:8633.24),(-1.0212456:7.4301453)
19,moveGoal,(4113.7017:8635.628),(7.1096325:2.3881226)
20,moveGoal,(4108.1514:8640.672),(-5.5505347:5.0439634)
21,moveGoal,(4104.581:8647.268),(-3.5704713:6.5955844)
22,moveGoal,(4101.9565:8640.242),(-2.624413:-7.025842)
23,moveGoal,(4096.911:8645.791),(-5.045467:5.5491686)
24,moveGoal,(4091.1782:8650.627),(-5.73292:4.8356624)
25,moveGoal,(4098.5586:8649.292),(7.380166:-1.3353461)
26,moveGoal,(4092.3645:8653.5205),(-6.1940513:4.228916)
27,moveGoal,(4090.493:8646.258),(-1.8716874:-7.2626987)
28,moveGoal,(4088.5938:8639.002),(-1.8992845:-7.2555304)
29,moveGoal,(4086.4485:8631.815),(-2.145197:-7.1866636)
30,moveGoal,(4084.363:8624.611),(-2.0854356:-7.204232)
31,moveGoal,(4082.3315:8617.392),(-2.0315611:-7.2196097)
32,moveGoal,(4080.3384:8610.161),(-1.9931564:-7.2303066)
33,moveGoal,(4078.3413:8602.932),(-1.9970648:-7.229228)
34,moveGoal,(4072.5303:8598.19),(-5.8110566:-4.7414784)
35,moveGoal,(4070.425:8590.992),(-2.105292:-7.1984544)
36,moveGoal,(4067.6494:8584.024),(-2.7755265:-6.967529)
37,moveGoal,(4065.6077:8576.808),(-2.0417168:-7.216744)
38,moveGoal,(4063.5703:8569.59),(-2.037473:-7.217943)
