step,tag,position,velocity
0,moveGoal,(4122.2227:8500.001),(0.0:0.0)
1,moveGoal,(4124.7354:8492.935),(2.512779:-7.066537)
2,moveGoal,(4131.659:8490.052),(6.923962:-2.8824906)
3,moveGoal,(4139.1255:8490.76),(7.4664874:0.7082129)
4,moveGoal,(4146.277:8493.02),(7.151406:2.2599547)
5,moveGoal,(4153.686:8491.855),(7.4090686:-1.1643478)
6,moveGoal,(4159.7676:8487.467),(6.0815587:-4.3891506)
7,moveGoal,(4167.14:8486.089),(7.3723984:-1.3775871)
8,moveGoal,(4174.2046:8483.57),(7.0646057:-2.5182035)
9,moveGoal,(4181.526:8485.197),(7.3214927:1.626574)
10,moveGoal,(4188.9985:8485.835),(7.4728074:0.6380834)
11,moveGoal,(4195.6826:8489.237),(6.6839166:3.4022436)
12,moveGoal,(4199.869:8495.46),(4.1863785:6.22288)
13,moveGoal,(4205.558:8500.347),(5.6890793:4.887165)
14,moveGoal,(4210.609:8505.891),(5.0509233:5.5442023)
15,moveGoal,(4215.947:8511.159),(5.3380747:5.268298)
16,moveGoal,(4222.103:8506.875),(6.156249:-4.2837605)
17,moveGoal,(4229.495:8508.142),(7.39233:1.2662742)
18,moveGoal,(4232.905:8501.462),(3.4097834:-6.6800733)
19,moveGoal,(4239.3926:8505.225),(6.4876337:3.7630591)
20,moveGoal,(4246.6724:8507.029),(7.2796226:1.804743)
21,moveGoal,(4250.0015:8500.309),(3.3291328:-6.7206306)
22,moveGoal,(4254.8315:8494.571),(4.8299756:-5.737712)
23,moveGoal,(4258.14:8487.841),(3.3085275:-6.7307987)
24,moveGoal,(4261.75:8481.267),(3.6097689:-6.5741596)
25,moveGoal,(4264.7734:8474.403),(3.0236492:-6.863494)
26,moveGoal,(4267.7056:8467.5),(2.9319398:-6.903168)
27,moveGoal,(4270.5356:8460.555),(2.8301194:-6.945533)
28,moveGoal,(4272.7:8453.374),(2.1643486:-7.180919)
29,moveGoal,(4274.7783:8446.168),(2.0782418:-7.2063107)
30,moveGoal,(4276.8135:8438.949),(2.0353835:-7.218533)
31,moveGoal,(4279.334:8431.886),(2.5202837:-7.0638638)
32,moveGoal,(4278.9795:8424.395),(-0.35473222:-7.4916067)
33,moveGoal,(4278.566:8416.906),(-0.4138001:-7.488576)
34,moveGoal,(4278.44:8409.407),(-0.12606376:-7.4989405)
35,moveGoal,(4278.4004:8401.907),(-0.039624806:-7.4998956)
36,moveGoal,(4278.3916:8394.407),(-0.008879936:-7.4999948)
37,moveGoal,(4278.314:8386.907),(-0.077557184:-7.4995995)
38,moveGoal,(4277.4443:8379.458),(-0.8693904:-7.4494405)
39,moveGoal,(4276.7886:8371.986),(-0.6559527:-7.47126)
40,moveGoal,(4276.218:8364.508),(-0.5705981:-7.478263)
41,moveGoal,(4275.6177:8357.032),(-0.6000228:-7.47596)
42,moveGoal,(4274.936:8349.563),(-0.68180394:-7.4689455)
43,moveGoal,(4274.1875:8342.101),(-0.7487559:-7.462531)
44,moveGoal,(4273.1685:8334.67),(-1.0190454:-7.430447)
45,moveGoal,(4272.1704:8327.236),(-0.99810946:-7.4332886)
46,moveGoal,(4270.7334:8319.875),(-1.4371623:-7.3610168)
47,moveGoal,(4269.2544:8312.522),(-1.4791149:-7.3527017)
48,moveGoal,(4267.704:8305.185),(-1.5500596:-7.3380733)
49,moveGoal,(4266.2344:8297.83),(-1.4699577:-7.354538)
50,moveGoal,(4264.8164:8290.465),(-1.4179255:-7.3647466)
51,moveGoal,(4263.415:8283.097),(-1.4012914:-7.3679295)
52,moveGoal,(4262.007:8275.73),(-1.4079852:-7.3666534)
53,moveGoal,(4260.579:8268.367),(-1.4278016:-7.3628383)
54,moveGoal,(4259.1235:8261.01),(-1.4553945:-7.357434)
