step,goal_agent_num,group,group_size,follow
787,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
788,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
789,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
790,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
791,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
792,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
793,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
794,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
795,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
796,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
797,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
798,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
799,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
800,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
801,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
802,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
803,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
804,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent8:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
805,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
806,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
807,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
808,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
809,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
810,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
811,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
812,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent25:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
813,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
814,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
815,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
816,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
817,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent19:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
818,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
819,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
820,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent85:agent86:agent87:agent88:agent89,1,0
821,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent22:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89,1,0
822,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89,1,0
823,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89,1,0
824,0,agent1:agent2:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89,1,0
825,0,agent1:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent2:agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
826,0,agent1:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent2:agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
827,0,agent1:agent3:agent4:agent5:agent6:agent7:agent12:agent14:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
828,0,agent1:agent3:agent4:agent5:agent6:agent7:agent12:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent2:agent8:agent9:agent10:agent11:agent13:agent14:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
829,0,agent1:agent3:agent4:agent5:agent6:agent7:agent12:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
830,0,agent1:agent3:agent4:agent5:agent6:agent12:agent16:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent2:agent7:agent8:agent9:agent10:agent11:agent13:agent14:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
831,0,agent1:agent3:agent5:agent6:agent12:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent2:agent7:agent8:agent9:agent10:agent11:agent13:agent14:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
832,0,agent1:agent3:agent6:agent12:agent18:agent21:agent24:agent27:agent29:agent30:agent31:agent32:agent33:agent34:agent35:agent36:agent37:agent38:agent39:agent40:agent41:agent42:agent43:agent44:agent45:agent46:agent47:agent48:agent49:agent50:agent51:agent52:agent53:agent54:agent55:agent56:agent57:agent58:agent59:agent60:agent61:agent62:agent63:agent65:agent66:agent67:agent68:agent69:agent70:agent71:agent72:agent73:agent74:agent75:agent76:agent77:agent78:agent79:agent80:agent83:agent85:agent86:agent87:agent88:agent89:*agent2:agent7:agent8:agent9:agent10:agent11:agent13:agent14:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28,2,0
