step,tag,position,velocity
0,moveGoal,(4122.2227:8500.001),(0.0:0.0)
1,moveGoal,(4114.742:8500.54),(-7.4806275:0.5387154)
2,moveGoal,(4107.3027:8499.591),(-7.43967:-0.9493753)
3,moveGoal,(4099.8857:8498.479),(-7.41713:-1.1118371)
4,moveGoal,(4092.4216:8497.745),(-7.4640903:-0.733048)
5,moveGoal,(4085.0427:8496.403),(-7.3790083:-1.3417313)
6,moveGoal,(4077.5498:8496.73),(-7.492858:0.32723203)
7,moveGoal,(4070.0833:8497.4375),(-7.466588:0.7071559)
8,moveGoal,(4063.088:8494.732),(-6.9953027:-2.704763)
9,moveGoal,(4060.753:8487.605),(-2.3350284:-7.127247)
10,moveGoal,(4054.0579:8490.985),(-6.695008:3.3803656)
11,moveGoal,(4046.5776:8490.44),(-7.48018:-0.5448952)
12,moveGoal,(4039.1711:8491.622),(-7.4063845:1.1813002)
13,moveGoal,(4032.249:8494.509),(-6.922037:2.8871105)
14,moveGoal,(4025.1675:8496.979),(-7.081635:2.469908)
15,moveGoal,(4018.3535:8500.112),(-6.813936:3.1337316)
16,moveGoal,(4010.9631:8501.39),(-7.3903756:1.277635)
17,moveGoal,(4003.5505:8502.532),(-7.412478:1.1424389)
18,moveGoal,(3996.0737:8501.943),(-7.476873:-0.5885354)
19,moveGoal,(3989.5203:8498.296),(-6.553535:-3.647078)
20,moveGoal,(3982.031:8498.697),(-7.48926:0.40123013)
21,moveGoal,(3974.5347:8498.934),(-7.4962893:0.23590523)
22,moveGoal,(3978.5745:8492.614),(4.0398436:-6.318993)
23,moveGoal,(3971.1482:8491.565),(-7.426304:-1.0488161)
24,moveGoal,(3965.8948:8486.213),(-5.253418:-5.35272)
25,moveGoal,(3961.9111:8479.858),(-3.9835958:-6.3546023)
26,moveGoal,(3957.9307:8473.502),(-3.980486:-6.3565507)
27,moveGoal,(3954.6206:8480.232),(-3.3099706:6.7300887)
28,moveGoal,(3951.834:8473.27),(-2.7866364:-6.963093)
29,moveGoal,(3948.575:8466.515),(-3.259056:-6.7548914)
30,moveGoal,(3946.442:8459.324),(-2.1329358:-7.1903124)
31,moveGoal,(3942.7993:8452.769),(-3.6426907:-6.5559745)
32,moveGoal,(3941.4836:8445.385),(-1.3156595:-7.3837013)
33,moveGoal,(3939.8655:8438.062),(-1.6181946:-7.32335)
34,moveGoal,(3937.7014:8430.881),(-2.1641512:-7.180979)
35,moveGoal,(3935.7725:8423.633),(-1.9290736:-7.2476673)
36,moveGoal,(3933.6074:8416.452),(-2.1651344:-7.180682)
37,moveGoal,(3931.3044:8409.314),(-2.302939:-7.13768)
38,moveGoal,(3929.019:8402.171),(-2.2854226:-7.1433077)
39,moveGoal,(3926.7778:8395.014),(-2.2412138:-7.1573014)
40,moveGoal,(3924.2085:8387.968),(-2.569225:-7.0462103)
41,moveGoal,(3921.5127:8380.969),(-2.69583:-6.9987497)
42,moveGoal,(3918.9553:8373.918),(-2.5573092:-7.050544)
43,moveGoal,(3916.1685:8366.955),(-2.7869039:-6.9629855)
44,moveGoal,(3913.6877:8359.877),(-2.4808218:-7.0778193)
45,moveGoal,(3910.235:8353.219),(-3.4527202:-6.6579823)
46,moveGoal,(3914.3774:8346.967),(4.1422563:-6.252337)
47,moveGoal,(3911.6453:8339.982),(-2.7320867:-6.9846764)
48,moveGoal,(3909.3242:8332.851),(-2.3210886:-7.1317983)
49,moveGoal,(3905.6165:8326.331),(-3.7078185:-6.519362)
50,moveGoal,(3901.9949:8319.764),(-3.621541:-6.5676823)
51,moveGoal,(3898.8286:8312.965),(-3.1663482:-6.798841)
52,moveGoal,(3895.7783:8306.113),(-3.0501852:-6.8517423)
53,moveGoal,(3892.8064:8299.228),(-2.9719727:-6.8860283)
54,moveGoal,(3889.8608:8292.33),(-2.9456632:-6.897323)
55,moveGoal,(3887.048:8285.378),(-2.8127196:-6.952597)
56,moveGoal,(3883.694:8278.67),(-3.3541021:-6.7082043)
57,moveGoal,(3880.7961:8271.753),(-2.8980408:-6.917468)
58,moveGoal,(3878.4932:8264.615),(-2.3029628:-7.137672)
59,moveGoal,(3875.6743:8257.665),(-2.8189301:-6.950082)
60,moveGoal,(3872.7393:8250.763),(-2.9349582:-6.9018855)
61,moveGoal,(3869.683:8243.914),(-3.056189:-6.8490663)
62,moveGoal,(3862.1965:8243.464),(-7.4864783:-0.4501583)
63,moveGoal,(3861.6191:8235.986),(-0.57742697:-7.477739)
64,moveGoal,(3860.7512:8228.537),(-0.86801696:-7.4496007)
65,moveGoal,(3859.5823:8221.129),(-1.1688405:-7.408361)
66,moveGoal,(3857.9814:8213.802),(-1.6008443:-7.327162)
67,moveGoal,(3856.0938:8206.543),(-1.8877944:-7.258528)
68,moveGoal,(3854.0403:8199.329),(-2.0534391:-7.213417)
69,moveGoal,(3851.8843:8192.1455),(-2.1559098:-7.183457)
70,moveGoal,(3849.9998:8184.886),(-1.8845791:-7.2593637)
71,moveGoal,(3846.7476:8178.128),(-3.2522829:-6.758155)
72,moveGoal,(3844.9678:8170.8423),(-1.7797477:-7.2857738)
73,moveGoal,(3843.0967:8163.5796),(-1.8711507:-7.262837)
74,moveGoal,(3841.1694:8156.3315),(-1.9272926:-7.248141)
75,moveGoal,(3840.0796:8148.911),(-1.0897294:-7.42041)
76,moveGoal,(3843.2107:8142.096),(3.131141:-6.8151274)
77,moveGoal,(3840.7004:8135.029),(-2.510312:-7.067414)
78,moveGoal,(3836.3152:8128.9443),(-4.385208:-6.084403)
79,moveGoal,(3836.3235:8136.4443),(0.008251646:7.4999957)
80,moveGoal,(3836.4358:8128.9453),(0.112322204:-7.4991593)
81,moveGoal,(3836.0908:8121.453),(-0.3450011:-7.4920607)
82,moveGoal,(3836.164:8113.9536),(0.073243804:-7.4996424)
83,moveGoal,(3836.3604:8106.456),(0.1961786:-7.497434)
84,moveGoal,(3834.9473:8113.822),(-1.4131787:7.3656588)
85,moveGoal,(3833.2463:8106.517),(-1.700814:-7.3046036)
86,moveGoal,(3829.651:8099.935),(-3.5955691:-6.5819364)
87,moveGoal,(3825.985:8093.392),(-3.6657255:-6.543123)
88,moveGoal,(3822.3225:8086.847),(-3.6625688:-6.544891)
89,moveGoal,(3818.6804:8080.291),(-3.6421914:-6.5562525)
