step,tag,position,velocity
0,moveGoal,(6833.334:6400.0005),(0.0:0.0)
1,moveGoal,(6840.2656:6397.1357),(6.9314103:-2.8645349)
2,moveGoal,(6846.859:6393.561),(6.5932074:-3.5748587)
3,moveGoal,(6852.5767:6388.707),(5.717551:-4.853824)
4,moveGoal,(6855.4873:6381.795),(2.9105248:-6.9122243)
5,moveGoal,(6848.6367:6378.7417),(-6.8504615:-3.0530605)
6,moveGoal,(6841.143:6378.4297),(-7.4935117:-0.31190073)
7,moveGoal,(6840.579:6370.9507),(-0.56382203:-7.478777)
8,moveGoal,(6834.122:6367.1353),(-6.457016:-3.8153574)
9,moveGoal,(6841.168:6364.566),(7.0461173:-2.56948)
10,moveGoal,(6839.9316:6357.1685),(-1.2362779:-7.3974066)
11,moveGoal,(6845.435:6352.073),(5.503583:-5.0951524)
12,moveGoal,(6851.011:6347.0576),(5.5761843:-5.015593)
13,moveGoal,(6851.4463:6339.5703),(0.43528304:-7.487358)
14,moveGoal,(6858.717:6337.7295),(7.270617:-1.8406888)
15,moveGoal,(6863.574:6332.015),(4.857507:-5.714422)
16,moveGoal,(6868.0654:6326.009),(4.4914207:-6.0064254)
17,moveGoal,(6875.4478:6324.6846),(7.3821945:-1.3240875)
18,moveGoal,(6882.8223:6323.3193),(7.3746924:-1.3652529)
19,moveGoal,(6883.816:6315.8853),(0.99381477:-7.4338636)
20,moveGoal,(6890.5327:6319.222),(6.7168055:3.3368444)
21,moveGoal,(6883.056:6318.6274),(-7.476388:-0.5946627)
22,moveGoal,(6886.482:6311.9556),(3.4257815:-6.671883)
23,moveGoal,(6892.055:6306.937),(5.57337:-5.018719)
24,moveGoal,(6884.907:6304.6655),(-7.147791:-2.271361)
25,moveGoal,(6890.183:6299.335),(5.2757587:-5.3307014)
26,moveGoal,(6888.0684:6292.139),(-2.1147146:-7.195692)
27,moveGoal,(6888.759:6284.671),(0.6904494:-7.468151)
28,moveGoal,(6881.7505:6282.0),(-7.008301:-2.6709018)
29,moveGoal,(6880.2334:6274.6553),(-1.5172825:-7.3449206)
30,moveGoal,(6874.4707:6269.8555),(-5.762862:-4.79994)
31,moveGoal,(6874.854:6262.365),(0.38331422:-7.490198)
32,moveGoal,(6869.3784:6257.24),(-5.4756255:-5.1251855)
33,moveGoal,(6862.715:6253.7983),(-6.6634893:-3.44208)
34,moveGoal,(6861.1396:6246.466),(-1.5750836:-7.332742)
35,moveGoal,(6855.069:6242.062),(-6.0710235:-4.4037113)
36,moveGoal,(6850.7:6235.966),(-4.368761:-6.096223)
37,moveGoal,(6846.257:6229.924),(-4.4432178:-6.0421696)
38,moveGoal,(6845.263:6222.4897),(-0.9935338:-7.4339013)
39,moveGoal,(6838.948:6218.444),(-6.3151765:-4.0458055)
40,moveGoal,(6838.357:6210.9673),(-0.5911141:-7.47667)
41,moveGoal,(6834.123:6204.7764),(-4.2337966:-6.1907163)
42,moveGoal,(6826.625:6204.6147),(-7.498259:-0.16158809)
43,moveGoal,(6834.02:6205.8657),(7.394925:1.2510308)
44,moveGoal,(6830.7954:6199.094),(-3.2244837:-6.771463)
45,moveGoal,(6827.567:6192.3247),(-3.2285752:-6.769513)
46,moveGoal,(6824.0596:6185.6953),(-3.507133:-6.629481)
47,moveGoal,(6823.3706:6193.1636),(-0.6889543:7.4682894)
48,moveGoal,(6820.303:6186.32),(-3.0675595:-6.8439813)
49,moveGoal,(6815.958:6180.2065),(-4.3450246:-6.113164)
50,moveGoal,(6812.9136:6173.352),(-3.0443592:-6.854333)
51,moveGoal,(6808.236:6167.4897),(-4.677783:-5.8624525)
52,moveGoal,(6803.7266:6161.4966),(-4.5093837:-5.992951)
53,moveGoal,(6799.1606:6155.547),(-4.5660357:-5.949901)
54,moveGoal,(6796.039:6148.7275),(-3.1214695:-6.8195624)
55,moveGoal,(6790.521:6143.648),(-5.517957:-5.079582)
56,moveGoal,(6785.1284:6138.4355),(-5.392805:-5.21226)
57,moveGoal,(6779.8306:6133.127),(-5.298071:-5.3085256)
58,moveGoal,(6774.621:6127.7314),(-5.2096457:-5.395331)
59,moveGoal,(6769.439:6122.3096),(-5.1821594:-5.4217367)
60,moveGoal,(6764.4414:6116.7173),(-4.9974823:-5.5924206)
61,moveGoal,(6759.221:6111.332),(-5.220236:-5.385085)
62,moveGoal,(6754.0557:6105.8945),(-5.1655517:-5.437562)
63,moveGoal,(6749.1:6100.2646),(-4.9553633:-5.629776)
64,moveGoal,(6743.968:6094.7954),(-5.1321845:-5.469066)
65,moveGoal,(6739.02:6089.1587),(-4.947707:-5.6365056)
66,moveGoal,(6734.148:6083.4565),(-4.8718796:-5.702174)
67,moveGoal,(6729.275:6077.7554),(-4.8732905:-5.7009687)
68,moveGoal,(6724.233:6072.203),(-5.0420027:-5.552316)
69,moveGoal,(6719.367:6066.4956),(-4.865717:-5.707434)
70,moveGoal,(6714.35:6060.921),(-5.017089:-5.574838)
71,moveGoal,(6711.6436:6053.9263),(-2.706665:-6.9945674)
72,moveGoal,(6707.2993:6047.8125),(-4.3442707:-6.1136994)
73,moveGoal,(6702.286:6042.234),(-5.0131288:-5.5783997)
74,moveGoal,(6697.4033:6036.541),(-4.8829994:-5.692655)
75,moveGoal,(6692.6196:6030.7646),(-4.783605:-5.7764287)
76,moveGoal,(6687.6353:6025.1606),(-4.9842215:-5.604243)
77,moveGoal,(6682.777:6019.4473),(-4.858622:-5.7134743)
78,moveGoal,(6677.902:6013.7476),(-4.874941:-5.6995573)
79,moveGoal,(6673.118:6007.971),(-4.7838874:-5.7761946)
80,moveGoal,(6668.1855:6002.3213),(-4.9324327:-5.6498775)
81,moveGoal,(6663.3037:5996.628),(-4.882053:-5.6934667)
