step,tag,position,velocity
0,moveGoal,(4122.2227:8383.334),(0.0:0.0)
1,moveGoal,(4124.39:8390.514),(2.1674175:7.179993)
2,moveGoal,(4118.4067:8395.036),(-5.98317:4.522353)
3,moveGoal,(4118.1416:8402.531),(-0.2649689:7.4953184)
4,moveGoal,(4117.7485:8410.0205),(-0.39309764:7.4896913)
5,moveGoal,(4117.427:8402.527),(-0.32155612:-7.493104)
6,moveGoal,(4118.863:8395.166),(1.4359733:-7.361249)
7,moveGoal,(4116.922:8387.922),(-1.9406916:-7.2445645)
8,moveGoal,(4119.999:8381.082),(3.0769928:-6.839745)
9,moveGoal,(4112.839:8378.851),(-7.1603274:-2.2315266)
10,moveGoal,(4105.8833:8376.045),(-6.95534:-2.8059316)
11,moveGoal,(4098.498:8374.737),(-7.3852134:-1.3071456)
12,moveGoal,(4105.66:8372.511),(7.1619735:-2.2262394)
13,moveGoal,(4098.836:8369.399),(-6.8243513:-3.1109858)
14,moveGoal,(4097.736:8361.98),(-1.1000637:-7.4188857)
15,moveGoal,(4100.6685:8368.883),(2.9327543:6.9028225)
16,moveGoal,(4093.4329:8366.908),(-7.2355146:-1.9741666)
17,moveGoal,(4092.9717:8359.423),(-0.46119982:-7.485806)
18,moveGoal,(4092.2783:8351.955),(-0.6933966:-7.4678783)
19,moveGoal,(4091.9607:8344.462),(-0.31767204:-7.4932694)
20,moveGoal,(4090.3628:8337.134),(-1.5979618:-7.327791)
21,moveGoal,(4083.4624:8334.195),(-6.9003067:-2.9386678)
22,moveGoal,(4084.6099:8326.783),(1.1474096:-7.4117107)
23,moveGoal,(4090.0227:8331.975),(5.412732:5.191564)
24,moveGoal,(4091.9983:8324.739),(1.9756778:-7.2351017)
25,moveGoal,(4093.4963:8317.391),(1.4980369:-7.3488703)
26,moveGoal,(4091.8933:8310.063),(-1.6031284:-7.326662)
27,moveGoal,(4091.4783:8302.575),(-0.4149411:-7.488513)
28,moveGoal,(4087.9854:8295.938),(-3.4928014:-6.637043)
29,moveGoal,(4085.0403:8289.041),(-2.9450223:-6.897597)
30,moveGoal,(4083.9812:8281.616),(-1.05916:-7.424836)
