step,tag,position,velocity
0,moveGoal,(6833.334:6400.0005),(0.0:0.0)
1,moveGoal,(6837.176:6406.442),(3.8419085:6.441253)
2,moveGoal,(6842.2266:6411.9863),(5.0505877:5.544508)
3,moveGoal,(6839.5796:6419.004),(-2.6467423:7.017461)
4,moveGoal,(6846.9644:6420.315),(7.384544:1.3109229)
5,moveGoal,(6846.5586:6412.8257),(-0.40560803:-7.489024)
6,moveGoal,(6841.19:6407.5884),(-5.3684087:-5.237384)
7,moveGoal,(6844.742:6400.983),(3.5521064:-6.605493)
8,moveGoal,(6843.655:6393.562),(-1.0874685:-7.420742)
9,moveGoal,(6848.3438:6387.7085),(4.688955:-5.853521)
10,moveGoal,(6847.666:6395.1777),(-0.67754114:7.469333)
11,moveGoal,(6852.8984:6389.8047),(5.232561:-5.37311)
12,moveGoal,(6846.228:6393.2334),(-6.670371:3.4287248)
13,moveGoal,(6848.14:6385.9814),(1.912194:-7.252139)
14,moveGoal,(6841.0645:6383.4946),(-7.0756574:-2.4869802)
15,moveGoal,(6842.735:6376.183),(1.6703756:-7.311624)
16,moveGoal,(6844.7744:6368.966),(2.0393872:-7.217403)
17,moveGoal,(6838.783:6364.4546),(-5.9914227:-4.5114136)
18,moveGoal,(6843.3125:6358.4766),(4.529218:-5.977975)
19,moveGoal,(6849.1626:6363.1694),(5.8502617:4.69302)
20,moveGoal,(6856.09:6366.0444),(6.9271054:2.8749273)
21,moveGoal,(6848.6777:6364.899),(-7.4120154:-1.1454389)
22,moveGoal,(6850.943:6357.749),(2.265281:-7.1497207)
23,moveGoal,(6851.6616:6350.2837),(0.71885455:-7.465471)
24,moveGoal,(6845.103:6353.922),(-6.558611:3.6379428)
25,moveGoal,(6843.283:6346.646),(-1.8197995:-7.275873)
26,moveGoal,(6836.0264:6344.751),(-7.2566233:-1.8951033)
27,moveGoal,(6837.119:6337.331),(1.0929241:-7.419941)
28,moveGoal,(6829.7134:6336.1465),(-7.405893:-1.1843799)
